Date,AF,AX,AL,DZ,AS,AD,AO,AI,AQ,AG,AR,AM,AW,AU,AT,AZ,BS,BH,BD,BB,BY,BE,BZ,BJ,BM,BT,BO,BQ,BA,BW,BV,BR,IO,BN,BG,BF,BI,KH,CM,CA,CV,KY,CF,TD,CL,CN,CX,CC,CO,KM,CG,CD,CK,CR,CI,HR,CU,CW,CY,CZ,DK,DJ,DM,DO,EC,EG,SV,GQ,ER,EE,ET,FK,FO,FJ,FI,FR,GF,PF,TF,GA,GM,GE,DE,GH,GI,GR,GL,GD,GP,GU,GT,GG,GN,GW,GY,HT,HM,VA,HN,HK,HU,IS,IN,ID,IR,IQ,IE,IM,IL,IT,JM,JP,JE,JO,KZ,KE,KI,KP,KR,KW,KG,LA,LV,LB,LS,LR,LY,LI,LT,LU,MO,MK,MG,MW,MY,MV,ML,MT,MH,MQ,MR,MU,YT,MX,FM,MD,MC,MN,ME,MS,MA,MZ,MM,NA,NR,NP,NL,NC,NZ,NI,NE,NG,NU,NF,MP,NO,OM,PK,PW,PS,PA,PG,PY,PE,PH,PN,PL,PT,PR,QA,RE,RO,RU,RW,BL,SH,KN,LC,MF,PM,VC,WS,SM,ST,SA,SN,RS,SC,SL,SG,SX,SK,SI,SB,SO,ZA,GS,ES,LK,SD,SR,SS,SJ,SZ,SE,CH,SY,TW,TJ,TZ,TH,TL,TG,TK,TO,TT,TN,TR,TM,TC,TV,UG,UA,AE,GB,US,UM,UY,UZ,VU,VE,VN,VG,VI,WF,EH,YE,ZM,ZW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:16.,0,0,0,1.95E-07,0,0,0,0,0,0,7.16E-07,0,0,5.29E-05,0.005215861,0,0,0,0,0,3.22E-06,0.00072411,0,0,0,0,6.51E-07,0,0,0,0,0.000448071,0,0,0.003010055,0,0,0,0,0.017831311,0,0,0,0,1.95E-07,0,0,0,7.16E-07,0,0,0,0,3.78E-05,0,0.000727985,0,0,2.28E-07,0.01302959,0.003568874,0,0,0,0,3.74E-05,0,0,0,0.000698906,0,0,0,0,0.002076074,0.214996264,0,0,0,0,0,0,0.290624455,0,0,0.002065686,9.77E-08,0,0,0,0.000152071,0,0,0,0,0,0,0,0,4.84E-05,0.00570138,0.000716328,9.81E-05,8.47E-07,0,0,0.000227129,1.46E-05,0.000573114,0.002368004,0,0.000894156,0,0,0.000135463,9.12E-06,0,0,0.000220095,0,0,0,0.00151198,0,0,0.002539938,0,2.70E-05,0.00192511,0.011919539,0,1.63E-06,0,0,7.29E-06,0,0,0,0,0,0,0,0,7.53E-05,0,0.001913583,0,0,0,0,6.19E-07,0,0,6.51E-08,0,0,0.131924978,0,2.12E-05,0,0,0,0,0,0,0.008146787,0,4.23E-07,0,0,3.74E-06,0,0,0,0,0,0.005837429,9.13E-05,0,4.79E-06,0,0.015188668,0.01071499,0,0,0,4.23E-07,0,0,0,0,0,0,0,4.23E-07,0,1.01E-06,1.51E-05,0,0.000423128,0,0.001418002,0.000804444,0,0,1.19E-05,0,0.003691735,0,0,0,0,0,0,0.029761596,0.049930985,0,0.000101956,0,0,1.33E-05,0,0,0,0,0,0,0.000384475,0,0,0,0,0.007281026,0,0.057910462,0.089931301,0,0,0,0,6.84E-07,3.55E-06,5.23E-05,0,0,0,5.21E-07,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:40.,0,0,0,7.36E-07,0,0,0,0,0,0,2.02E-06,0,0,4.74E-05,0.005805658,0,2.11E-06,0,0,0,4.84E-06,0.000875043,0,0,0,0,0,0,0,0,0,0.000443468,0,0,0.002840073,0,0,0,0,0.018411984,0,0,0,0,7.05E-07,0,0,0,6.09E-07,0,0,0,0,3.62E-05,0,0.00091705,0,0,1.60E-07,0.013889918,0.002925982,0,0,0,0,2.24E-05,0,0,0,0.00051803,0,0,0,0,0.001847341,0.220164041,0,0,0,0,0,7.81E-06,0.291363043,0,0,0.002072089,9.61E-08,0,0,0,0.00011978,0,0,0,0,0,0,0,0,5.09E-05,0.005353393,0.000756373,0.000108773,8.65E-07,0,0,0.000746413,1.55E-05,0.000474859,0.00240366,0,0.000851478,0,0,0.000133871,7.69E-06,0,0,9.80E-05,0,0,0,0.001454105,0,0,0.002350754,0,2.30E-05,0.001448124,0.011579481,0,6.41E-07,0,0,7.17E-06,0,0,0,0,0,0,0,0,9.09E-05,0,0.001068921,0,0,0,0,5.76E-07,0,0,6.41E-08,0,0,0.132007149,0,2.18E-05,0,0,0,0,0,0,0.007675922,0,9.93E-07,0,0,4.84E-06,0,0,0,6.41E-07,0,0.005143595,9.32E-05,0,1.86E-06,0,0.013380705,0.010270353,0,0,0,5.44E-07,0,0,0,0,0,0,0,7.69E-07,0,9.93E-07,1.49E-05,0,0.000334814,0,0.001486098,0.000746124,0,0,8.01E-06,0,0.003658972,0,0,0,0,0,0,0.027923668,0.050115023,0,9.38E-05,0,0,1.06E-05,0,0,0,0,0,0,0.000455579,0,0,0,0,0.007601423,0,0.059670839,0.086691576,0,0,0,0,3.20E-08,3.23E-06,4.97E-05,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:01.,0,0,0,1.01E-07,0,0,0,0,0,0,8.48E-06,0,0,5.00E-05,0.00734241,0,3.08E-06,0,0,0,4.26E-06,0.000748263,0,0,0,0,0,0,3.69E-07,0,0,0.000462829,0,0,0.002911126,0,0,0,0,0.019237685,0,0,0,0,3.35E-08,0,0,0,1.34E-07,0,0,0,0,5.10E-05,0,0.00086371,0,0,1.68E-07,0.015868591,0.003333561,0,0,0,0,3.18E-05,0,0,0,0.00066446,0,0,0,0,0.002222765,0.209810619,0,0,0,0,0,8.11E-06,0.282301413,0,0,0.002040644,0,0,0,0,0.00012537,1.01E-07,0,0,0,0,0,0,0,7.51E-05,0.00578883,0.000632681,0.000115481,9.72E-07,0,0,0.000539023,2.75E-05,0.00051824,0.002185724,0,0.000887477,0,0,0.000144812,8.41E-06,0,0,0.000102944,0,0,0,0.00180643,0,0,0.00188725,0,2.41E-05,0.001943734,0.013016128,0,1.88E-06,0,0,1.22E-05,0,0,0,0,0,0,0,0,8.78E-05,0,0.001722527,0,0,0,0,6.03E-07,0,0,3.35E-08,0,0,0.139397138,0,2.29E-05,0,0,0,0,0,0,0.008837192,0,0,0,0,5.90E-06,0,0,0,0,0,0.005774483,9.71E-05,0,4.32E-06,0,0.014443767,0.010087839,0,0,0,5.70E-07,0,0,0,0,0,0,0,4.69E-07,0,9.72E-07,1.39E-05,0,0.00032757,0,0.001306795,0.000873499,0,0,8.35E-06,0,0.003820626,0,0,0,0,0,0,0.031154011,0.049268096,0,0.000105693,0,0,1.06E-05,0,0,0,0,0,0,0.000410971,0,0,0,0,0.015804431,0,0.047730036,0.090634646,0,0,0,0,3.35E-07,3.35E-06,0.000121615,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:09.,0,0,0,0,0,0,0,0,0,0,5.00E-06,0,0,6.60E-05,0.007764905,0,2.38E-06,0,0,0,3.71E-06,0.000861902,0,0,0,0,0,0,0,0,0,0.000475076,0,0,0.002837846,0,0,0,0,0.019150656,0,0,0,0,3.40E-07,0,0,0,1.02E-07,0,0,0,0,5.17E-05,0,0.000787658,0,0,1.70E-07,0.01708772,0.003382577,0,0,0,0,4.51E-05,0,0,0,0.0006442,0,0,0,0,0.002328673,0.208520921,0,0,0,0,0,8.23E-06,0.292077166,0,0,0.002018573,0,0,0,0,0.00012714,0,0,0,0,0,0,0,0,7.78E-05,0.006309693,0.000678433,0.000114324,9.86E-07,0,0,0.000866186,3.16E-05,0.000526476,0.002500992,0,0.000874582,0,0,0.000143492,8.09E-06,0,0,0.000199277,0,0,0,0.001952555,0,0,0.002495213,0,2.44E-05,0.002213159,0.010755761,0,8.16E-07,0,0,7.21E-06,0,0,0,0,0,0,0,0,8.22E-05,0,0.001810865,0,0,0,0,6.12E-07,0,0,3.40E-08,0,0,0.142374666,0,2.10E-05,0,0,0,0,0,0,0.008056784,0,0,0,0,5.95E-06,0,0,0,0,0,0.006901371,0.000100046,0,4.83E-06,0,0.014119573,0.009843444,0,0,0,6.80E-07,0,0,0,0,0,0,0,2.04E-07,0,3.40E-07,1.39E-05,0,0.000362316,0,0.00137852,0.00081363,0,0,2.96E-06,0,0.003818219,0,0,0,0,0,0,0.029745554,0.035659072,0,7.31E-05,0,0,1.07E-05,0,0,0,0,0,0,0.000431665,0,0,0,0,0.008538999,0,0.051428851,0.096292097,0,0,0,0,6.80E-07,3.40E-06,2.50E-05,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:04.,0,0,0,0,0,0,0,0,0,0,5.00E-06,0,0,6.60E-05,0.007764905,0,2.38E-06,0,0,0,3.71E-06,0.000861902,0,0,0,0,0,0,0,0,0,0.000475076,0,0,0.002837846,0,0,0,0,0.019150656,0,0,0,0,3.40E-07,0,0,0,1.02E-07,0,0,0,0,5.17E-05,0,0.000787658,0,0,1.70E-07,0.01708772,0.003382577,0,0,0,0,4.51E-05,0,0,0,0.0006442,0,0,0,0,0.002328673,0.208520921,0,0,0,0,0,8.23E-06,0.292077166,0,0,0.002018573,0,0,0,0,0.00012714,0,0,0,0,0,0,0,0,7.78E-05,0.006309693,0.000678433,0.000114324,9.86E-07,0,0,0.000866186,3.16E-05,0.000526476,0.002500992,0,0.000874582,0,0,0.000143492,8.09E-06,0,0,0.000199277,0,0,0,0.001952555,0,0,0.002495213,0,2.44E-05,0.002213159,0.010755761,0,8.16E-07,0,0,7.21E-06,0,0,0,0,0,0,0,0,8.22E-05,0,0.001810865,0,0,0,0,6.12E-07,0,0,3.40E-08,0,0,0.142374666,0,2.10E-05,0,0,0,0,0,0,0.008056784,0,0,0,0,5.95E-06,0,0,0,0,0,0.006901371,0.000100046,0,4.83E-06,0,0.014119573,0.009843444,0,0,0,6.80E-07,0,0,0,0,0,0,0,2.04E-07,0,3.40E-07,1.39E-05,0,0.000362316,0,0.00137852,0.00081363,0,0,2.96E-06,0,0.003818219,0,0,0,0,0,0,0.029745554,0.035659072,0,7.31E-05,0,0,1.07E-05,0,0,0,0,0,0,0.000431665,0,0,0,0,0.008538999,0,0.051428851,0.096292097,0,0,0,0,6.80E-07,3.40E-06,2.50E-05,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16-15-40-07,0,0,0,0,0,0,0,0,0,0,5.00E-06,0,0,6.60E-05,0.007764905,0,2.38E-06,0,0,0,3.71E-06,0.000861902,0,0,0,0,0,0,0,0,0,0.000475076,0,0,0.002837846,0,0,0,0,0.019150656,0,0,0,0,3.40E-07,0,0,0,1.02E-07,0,0,0,0,5.17E-05,0,0.000787658,0,0,1.70E-07,0.01708772,0.003382577,0,0,0,0,4.51E-05,0,0,0,0.0006442,0,0,0,0,0.002328673,0.208520921,0,0,0,0,0,8.23E-06,0.292077166,0,0,0.002018573,0,0,0,0,0.00012714,0,0,0,0,0,0,0,0,7.78E-05,0.006309693,0.000678433,0.000114324,9.86E-07,0,0,0.000866186,3.16E-05,0.000526476,0.002500992,0,0.000874582,0,0,0.000143492,8.09E-06,0,0,0.000199277,0,0,0,0.001952555,0,0,0.002495213,0,2.44E-05,0.002213159,0.010755761,0,8.16E-07,0,0,7.21E-06,0,0,0,0,0,0,0,0,8.22E-05,0,0.001810865,0,0,0,0,6.12E-07,0,0,3.40E-08,0,0,0.142374666,0,2.10E-05,0,0,0,0,0,0,0.008056784,0,0,0,0,5.95E-06,0,0,0,0,0,0.006901371,0.000100046,0,4.83E-06,0,0.014119573,0.009843444,0,0,0,6.80E-07,0,0,0,0,0,0,0,2.04E-07,0,3.40E-07,1.39E-05,0,0.000362316,0,0.00137852,0.00081363,0,0,2.96E-06,0,0.003818219,0,0,0,0,0,0,0.029745554,0.035659072,0,7.31E-05,0,0,1.07E-05,0,0,0,0,0,0,0.000431665,0,0,0,0,0.008538999,0,0.051428851,0.096292097,0,0,0,0,6.80E-07,3.40E-06,2.50E-05,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23-04-01-39,0,0,0,0,0,0,0,0,0,0,9.75E-06,0,0,4.71E-05,0.00908009,0,0,0,0,0,4.25E-06,0.001045717,0,0,0,0,0,0,0,0,0,0.000466394,0,0,0.003055553,0,0,0,0,0.015540606,0,0,0,0,1.05E-06,0,0,0,3.92E-07,0,0,0,0,3.89E-05,0,5.65E-05,0,0,0,0.015908659,0.002802128,0,0,0,0,3.27E-05,0,0,0,0.000104294,0,0,0,0,0.001791699,0.230350333,0,0,0,0,0,0,0.290760305,0,0,0.001900866,9.81E-08,0,0,0,1.16E-05,0,0,0,0,0,0,0,0,6.47E-05,0.00624408,0.000681752,0.000125388,1.01E-06,0,0,0.000343329,4.61E-05,0.000396146,0.003771284,0,0.0008837,0,0,0.000137587,7.49E-06,0,0,0.000118814,0,0,0,0.000963858,0,0,0.00225986,0,3.66E-05,0.00215743,0.008978053,0,7.85E-07,0,0,7.85E-06,0,0,0,0,0,0,0,0,0.000104523,0,0.00100778,0,0,0,0,0,0,0,6.54E-08,0,0,0.144460527,0,2.16E-05,0,0,0,0,0,0,0.008421623,0,2.94E-07,0,0,4.77E-06,0,0,0,0,0,0.003320882,0.000108938,0,6.54E-07,0,0.020287129,0.009633804,0,0,0,0,0,0,0,0,0,0,0,9.81E-08,0,0,6.61E-06,0,0.000290969,0,0.001128981,0.000747356,0,0,1.99E-06,0,0.001758406,0,0,0,0,0,0,0.02935417,0.04761184,0,7.53E-05,0,0,9.16E-07,0,0,0,0,0,0,0.000429929,0,0,0,0,0.005480405,0,0.053257957,0.071933653,0,0,0,0,6.87E-07,3.43E-06,0.00030997,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23-08-05-12,0,0,0,0,0,0,0,0,0,0,8.92E-06,0,0,4.58E-05,0.009088208,0,0,0,0,0,4.28E-06,0.00104261,0,0,0,0,0,0,0,0,0,0.000468526,0,0,0.003117861,0,0,0,0,0.015607269,0,0,0,0,9.87E-07,0,0,0,2.30E-07,0,0,0,0,3.92E-05,0,5.67E-05,0,0,0,0.016077211,0.002949291,0,0,0,0,3.60E-05,0,0,0,0.000578394,0,0,0,0,0.001819682,0.231181594,0,0,0,0,0,0,0.282162688,0,0,0.001941987,0,0,0,0,1.17E-05,0,0,0,0,0,0,0,0,6.18E-05,0.00621713,0.000705109,0.000125629,1.02E-06,0,0,0.00039719,4.64E-05,0.000419762,0.00376519,0,0.000874896,0,0,0.000138429,7.54E-06,0,0,0.000121681,0,0,0,0.000928662,0,0,0.002273697,0,4.48E-05,0.002208283,0.009468846,0,7.90E-07,0,0,7.70E-06,0,0,0,0,0,0,0,0,0.000104636,0,0.001051429,0,0,0,0,0,0,0,6.58E-08,0,0,0.146128934,0,2.10E-05,0,0,0,0,0,0,0.008412482,0,2.96E-07,0,0,4.97E-06,0,0,0,0,0,0.003602017,0.000110329,0,6.58E-07,0,0.020385027,0.009706351,0,0,0,6.58E-07,0,0,0,0,0,0,0,1.97E-07,0,0,6.65E-06,0,0.000334934,0,0.001115856,0.000735776,0,0,2.01E-06,0,0.001730576,0,0,0,0,0,0,0.030408577,0.048157103,0,7.13E-05,0,0,9.21E-07,0,0,0,0,0,0,0.000433549,0,0,0,0,0.006065704,0,0.054023768,0.073015423,0,0,0,0,5.59E-07,3.39E-06,0.00031121,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23-13-24-56,0,0,0,9.93E-08,0,0,0,0,0,0,8.97E-06,0,0,5.98E-05,0.009065224,0,0,0,0,0,4.30E-06,0.001053529,0,0,0,0,0,0,0,0,0,0.000465184,0,0,0.003026903,0,0,0,0,0.015731432,0,0,0,0,3.31E-07,0,0,0,2.32E-07,0,0,0,0,4.04E-05,0,5.81E-05,0,0,0,0.015607311,0.002960425,0,0,0,0,3.42E-05,0,0,0,0.00057961,0,0,0,0,0.001842303,0.233315029,0,0,0,0,0,7.18E-06,0.280368892,0,0,0.00194121,0,0,0,0,1.17E-05,0,0,0,0,0,0,0,0,6.78E-05,0.00613822,0.000751713,0.000125644,9.93E-07,0,0,0.000334675,1.01E-05,0.000421571,0.003737485,0,0.000877357,0,0,0.000138351,7.94E-06,0,0,0.000195332,0,0,0,0.00090545,0,0,0.002286541,0,2.33E-05,0.002207852,0.009261879,0,2.45E-06,0,0,7.51E-06,0,0,0,0,0,0,0,0,8.87E-05,0,0.001071795,0,0,0,0,0,0,0,6.62E-08,0,0,0.144437625,0,2.46E-05,0,0,0,0,0,0,0.008452722,0,2.98E-07,0,0,4.90E-06,0,0,0,0,0,0.003407343,0.000102779,0,6.62E-07,0,0.020527112,0.009739406,0,0,0,6.62E-07,0,0,0,0,0,0,0,3.31E-07,0,0,6.98E-06,0,0.0003358,0,0.001108426,0.000584971,0,0,2.02E-06,0,0.001736017,0,0,0,0,0,0,0.030642854,0.048584553,0,7.28E-05,0,0,9.27E-07,0,0,0,0,0,0,0.000441888,0,0,0,0,0.006090371,0,0.053775497,0.074755583,0,0,0,0,3.31E-08,4.04E-06,0.00031363,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24-03-01-10,0,0,0,0,0,0,0,0,0,0,1.06E-05,0,0,5.74E-05,0.008826266,0,0,0,0,0,4.20E-06,0.000998156,0,0,0,0,0,0,0,0,0,0.000454154,0,0,0.003056295,0,0,0,0,0.015170684,0,0,0,0,1.03E-06,0,0,0,1.62E-07,0,0,0,0,4.59E-05,0,4.81E-05,0,0,0,0.015761711,0.002634558,0,0,6.46E-07,0,3.35E-05,0,0,0,0.000545974,0,0,0,0,0.001827378,0.232551429,0,0,0,0,0,7.01E-06,0.288174868,0,0,0.001807792,9.70E-08,0,0,0,1.15E-05,0,0,0,0,0,0,0,0,8.04E-05,0.005331912,0.000772339,0.000126983,1.00E-06,0,0,0.000279919,9.83E-06,0.000435635,0.003535626,0,0.000955171,0,0,0.000138263,7.43E-06,0,0,0.000189166,0,0,0,0.000796482,0,0,0.00238518,0,2.27E-05,0.002025884,0.007506078,0,9.05E-07,0,0,7.30E-06,0,0,0,0,0,0,0,0,5.17E-05,0,0.0010063,0,0,0,0,0,0,0,6.46E-08,0,0,0.14414178,0,2.30E-05,0,0,0,0,0,0,0.008091676,0,2.91E-07,0,0,4.46E-06,0,0,0,0,0,0.003317598,1.00E-04,0,6.46E-07,0,0.020273515,0.009594469,0,0,0,6.46E-07,0,0,0,0,0,0,0,1.62E-07,0,9.70E-08,8.63E-06,0,0.000299699,0,0.001063474,0.000574221,0,0,1.97E-06,0,0.00170117,0,0,0,0,0,0,0.030351064,0.048783821,0,7.17E-05,0,0,7.11E-07,0,0,0,0,0,0,0.000404737,0,0,0,0,0.005866121,0,0.052391778,0.074925656,0,0,0,0,6.79E-07,3.98E-06,0.000306583,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-25-03-01-28,0,0,0,3.19E-08,0,0,0,0,0,0,1.04E-05,0,0,4.47E-05,0.008906074,0,0,0,0,0,4.14E-06,0.000913994,0,0,0,0,0,0,0,0,0,0.000458941,0,0,0.003474179,0,0,0,0,0.014847864,0,0,0,0,3.51E-07,0,0,0,1.59E-07,0,0,0,0,5.19E-05,0,4.69E-05,0,0,0,0.015285072,0.002658492,0,0,0,0,2.48E-05,0,0,0,0.000732068,0,0,0,0,0.001846216,0.235832516,0,0,0,0,0,6.82E-06,0.287583286,0,0,0.001790864,0,0,0,0,8.13E-05,0,0,0,0,0,0,0,0,6.88E-05,0.004564904,0.000702624,0.000139989,8.92E-07,0,0,0.00059329,9.69E-06,0.000377203,0.003608209,0,0.000911636,0,0,0.000134891,6.18E-06,0,0,0.000194258,0,0,0,0.00079424,0,0,0.002278453,0,2.91E-05,0.001252926,0.007258258,0,8.60E-07,0,0,7.11E-06,0,0,0,0,0,0,0,0,5.45E-05,0,0.001302606,0,0,0,0,0,0,0,3.19E-08,0,0,0.136970737,0,2.24E-05,0,0,0,0,0,0,0.008222634,0,2.87E-07,0,0,4.59E-06,0,0,0,0,0,0.002675732,0.00010398,0,6.37E-07,0,0.019881014,0.009650315,0,0,0,6.37E-07,0,0,0,0,0,0,0,1.59E-07,0,1.27E-07,9.27E-06,0,0.000311559,0,0.001270644,0.0005489,0,0,2.01E-06,0,0.001978462,0,0,0,0,0,0,0.0295327,0.055776493,0,7.45E-05,0,0,3.95E-06,0,0,0,0,0,0,0.000471496,0,0,0,0,0.005575294,0,0.053017812,0.074615442,0,0,0,0,3.19E-08,2.26E-06,0.000383991,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-26-03-00-57,0,0,0,4.98E-08,0,0,0,0,0,0,6.80E-06,0,0,4.43E-05,0.007545852,0,0,0,0,0,4.04E-06,0.001025146,0,0,0,0,0,0,0,0,0,5.98E-05,0,0,0.003300546,0,0,0,0,0.015389523,0,0,0,0,6.98E-07,0,0,0,9.97E-08,0,0,0,0,2.44E-05,0,4.32E-05,0,0,0,0.016324143,0.002391143,0,0,4.98E-07,0,2.58E-05,0,0,0,0.000766947,0,0,0,0,0.001749184,0.248768814,0,0,0,0,0,5.33E-06,0.299129043,0,0,0.001729275,4.98E-08,0,0,0,9.37E-05,0,0,0,0,0,0,0,0,5.95E-05,0.004900547,0.000562695,0.000119207,7.23E-07,0,0,0.000793385,1.45E-05,0.000297644,0.002967195,0,0.000350246,0,0,0.000130819,6.08E-06,0,0,0.000101216,2.49E-08,0,0,0.000671437,0,0,0.002190281,0,2.42E-05,0.001172411,0.005726475,0,4.24E-07,0,0,6.63E-06,0,0,0,0,0,0,0,0,5.03E-05,0,0.001389046,0,0,0,0,0,0,0,4.98E-08,0,0,0.133533525,0,1.54E-05,0,0,0,0,0,0,0.007317605,0,2.74E-07,0,0,1.42E-06,0,0,0,0,0,0.002388951,8.08E-05,0,4.98E-07,0,0.013498357,0.008011169,0,0,0,4.98E-07,0,0,0,0,0,0,0,7.48E-08,0,7.48E-08,6.06E-06,0,0.000235997,0,0.001163515,0.000644177,0,0,1.42E-06,0,0.002365453,0,0,0,0,0,0,0.026390363,0.058771305,0,5.58E-05,0,0,4.56E-06,0,0,0,0,0,0,0.000408329,0,0,0,0,0.004381882,0,0.050146285,0.070563884,0,0,0,0,0,1.82E-06,4.71E-05,0,0,0,0,0,0
